@relation temperature_byhour

@attribute READING_DATE numeric
@attribute 'Forge Hallway - Temperature' numeric
@attribute 'Forge Room - Temperature' numeric
@attribute 'IT Closet-Temperature' numeric
@attribute 'Temp South Wall' numeric
@attribute 'Temperature North Wall' numeric
@attribute TimeOfDay numeric

@data
5,25.225,21.875,29.99167,30.91667,31.34167,2
5,25.39167,22.98333,30.01667,30.04167,31.525,2
5,25.53333,24.13333,30.45833,28.73333,29.34167,2
5,25.425,24.775,30.98333,27.175,27.00833,2
5,25.625,25.35833,31.25,25.625,25.85833,2
5,25.7,25.64167,31.59167,23.58333,24.34167,2
7,25.68333,25.71667,31.75833,22.18333,23.71667,0
7,25.53333,25.725,31.875,21.18333,22.775,0
7,25.38333,25.70833,31.875,20.45833,22.075,0
7,25.24167,25.675,31.74167,19.66667,21.9,0
7,25.09167,25.56667,31.65,19.25833,21.26667,0
7,24.96667,25.40833,31.54167,18.95,21.01667,0
7,24.875,25.3,31.45,21.7,21.05833,0
7,24.99167,25.3,31.39167,26.68333,21.45,0
7,23.38333,23.00833,30.89167,28.26667,23.35,0
7,23.4,23.29167,30.45833,31.66667,24.25833,1
7,23.73333,23.50833,31.10833,37.11667,25.73333,1
7,23.9,23.33333,31.44167,38.25,27.55,1
7,23.83333,23.06667,31.55833,35.14167,28.175,0
7,23.8,23.10833,31.625,33.06667,28.09167,1
7,23.78333,22.45,31.78333,34.78333,29.50833,1
7,23.71667,20.95,31.40833,34.00833,31.36667,1
7,23.675,21.60833,31.21667,33.8,31.925,1
7,23.675,21.86667,30.5,33.175,32.68333,2
7,25.18333,23.40833,30.24167,32.125,33.10833,2
7,25.21667,22.79167,30.375,31.03333,33.35,2
7,25.59167,24.34167,30.73333,30.20833,32.08333,2
7,25.4,24.55,31.09167,29.49167,30.3,2
7,25.975,25.56667,31.475,28.175,28.925,2
7,26.65833,26.575,32.21667,26.03333,27.93333,2
3,26.6,26.65833,32.54167,25.16667,27.15,0
3,26.59167,26.725,32.675,24.65833,26.63333,0
3,26.575,26.75833,32.73333,24.63333,26.33333,0
3,26.58333,26.76667,32.76667,24.36667,25.95,0
3,26.525,26.8,32.8,23.81667,25.40833,0
3,26.44167,26.775,32.8,23.11667,24.78333,0
3,25.3,25.56667,32.45833,23.99167,24.21667,0
3,25.65,26.04167,32.2,24.85,24.90833,0
3,23.35,23.05833,31.475,26.725,25.41667,0
3,23.66667,23.425,30.70833,26.925,25.36667,1
3,23.96667,23.79167,30.71667,26.76667,25.03333,1
3,24.05833,23.7,30.65,27.70833,25.13333,1
3,23.78333,23.04167,30.45,34.31667,26.975,0
3,23.84167,22.73333,30.28333,35.48333,28.80833,1
3,23.60833,22.03333,30.00833,33.66667,29.04167,1
3,23.825,21.31667,29.63333,33.375,30.35,1
3,23.65,20.85,29.125,32.775,30.76667,1
3,23.80833,20.79167,28.99167,31.98333,31.68333,2
3,25.16667,22.86667,29.23333,31.25,32.03333,2
3,25.38333,23,29.88333,30.35,31.75,2
3,25.56667,24.20833,30.29167,29.125,29.35,2
3,25.70833,25.35,30.88333,27.825,26.69167,2
3,25.69167,25.63333,31.25833,26.60833,24.93333,2
3,25.7,25.75833,31.56667,23.69167,23.875,2
5,25.675,25.85,31.7,22.075,23.175,0
5,25.575,25.84167,31.75,21.55833,22.575,0
5,25.41667,25.79167,31.75833,20.94167,22.05833,0
5,25.34167,25.725,31.7,20.00833,21.7,0
5,25.21667,25.70833,31.61667,19.45833,21.31667,0
5,25.13333,25.64167,31.59167,18.90833,20.84167,0
5,25,25.5,31.5,21.40833,20.6,0
5,25.2,25.525,31.5,25.29167,21.30833,0
5,23.53333,23.31667,31.04167,28.33333,22.4,0
5,22.725,21.75,30.18333,31.38333,23.60833,1
5,23.625,22.85,29.75833,33.20833,24.90833,1
5,23.36667,22.125,29.6,37.04167,26.41667,1
5,23.9,22.84167,29.66667,32.08333,26.825,0
5,22.9,21.06667,29.43333,31.66667,27.76667,1
5,23.05,20.83333,28.63333,30.69167,28.4,1
5,23.13333,21.08333,28.58333,30.13333,28.875,1
5,23.05,19.93333,28.3,29.33333,29.79167,1
5,23.35,21.575,28.44167,28.55,28.69167,2
5,24.775,23.6,29.06667,27.75,28.35,2
5,25.45833,24.83333,29.99167,26.28333,27.2,2
5,25.5,25.21667,30.51667,25.81667,26.325,2
5,25.41667,25.325,30.8,24.75833,25.09167,2
5,25.4,25.4,31.03333,24.45833,24.51667,2
5,25.4,25.44167,31.225,22.525,23.90833,2
1,25.4,25.49167,31.39167,22.14167,23.56667,0
1,25.35833,25.45,31.4,21.99167,23.375,0
1,25.29167,25.45833,31.40833,21.66667,22.84167,0
1,25.2,25.43333,31.4,21.30833,22.43333,0
1,25.175,25.41667,31.4,20.4,21.98333,0
1,25.025,25.40833,31.38333,19.79167,21.50833,0
1,24.96667,25.3,31.3,21.10833,21.20833,0
1,25.04167,25.30833,31.20833,25.075,21.69167,0
1,22.725,22.3,30.71667,28.58333,22.40833,0
1,21.50833,20.725,29.35833,33.66667,23.88333,1
1,21.93333,21.09167,28.8,37.825,25.39167,1
1,21.71667,20.475,28.53333,39.44167,26.39167,1
1,21.58333,19.85,28.225,37.85,27.21667,0
1,23.05833,21.74167,28.50833,36.44167,27.95,1
1,22.78333,20.75,28.51667,34.125,28.53333,1
1,24.56667,23.10833,28.875,32.71667,30.00833,1
1,24.55,22.20833,29.24167,31.63333,31.45833,1
1,24.80833,23.125,29.40833,30.45833,31.04167,2
1,25.08333,23.36667,29.74167,29.44167,30.70833,2
1,25.58333,24.2,30.225,28.75833,30.05833,2
1,25.575,24.69167,30.59167,28.03333,29.14167,2
1,25.43333,24.91667,30.93333,27.95833,27.39167,2
1,25.875,25.8,31.33333,27.175,25.91667,2
1,25.8,25.96667,31.70833,25.175,24.74167,2
4,25.675,26.01667,31.93333,23.74167,24,0
4,25.48333,26.025,32,22.725,23.1,0
4,25.31667,26.01667,32,21.40833,22.46667,0
4,25.175,25.95833,32.025,20.725,22,0
4,25.01667,25.90833,32,19.99167,20.93333,0
4,24.85,25.83333,31.95833,19.4,20.48333,0
4,24.74167,25.71667,31.9,21.1,20.25,0
4,24.85,25.69167,31.775,25.18333,20.65,0
4,25.26667,25.73333,31.64167,29.00833,21.375,0
4,25.90833,25.96667,31.60833,33.75,22.61667,1
4,26.65833,26.525,31.88333,36.93333,23.94167,1
4,27.46667,27.25,32.26667,38.64167,24.75,1
4,28.29167,28,32.78333,38.95833,25.91667,0
4,28.925,28.55,33.3,33.06667,26.76667,1
4,29.525,29.00833,33.725,31.38333,28.05833,1
4,29.55,28.35833,33.96667,30.41667,29.34167,1
4,29.475,27.40833,33.725,29.54167,29.93333,1
4,29.48333,26.95833,33.54167,29.11667,30.38333,2
4,27.375,24.48333,33.1,28.48333,30.03333,2
4,26.975,25.5,32.30833,27.5,29.31667,2
4,26.88333,26.30833,32.55,25.99167,27.60833,2
4,26.9,27.01667,32.74167,25.03333,26.54167,2
4,26.88333,27.13333,32.81667,24.75,26.01667,2
4,26.86667,27.21667,33.00833,24.025,25.34167,2
6,26.8,27.225,33.05833,23.45833,24.68333,0
6,26.66667,27.25833,33.1,22.95,24.38333,0
6,26.55,27.2,33.1,22.54167,23.88333,0
6,26.4,27.125,33.025,22.2,23.325,0
6,26.26667,27.05833,33,21.84167,23.275,0
6,26.19167,26.95,32.975,21.83333,23.15833,0
6,26,26.875,32.825,22.48333,22.89167,0
6,26.04167,26.825,32.74167,26.49167,23.95,0
6,26.525,26.875,32.61667,30.20833,25.29167,0
6,27,27.1,32.6,29.35,26.175,1
6,27.45,27.425,32.73333,31.59167,27.25833,1
6,28.43333,27.91667,33.05,33.78333,28.85833,1
6,29.15833,28.50833,33.425,33.61667,29.60833,0
6,29.21667,29.01667,33.86667,31.775,28.95833,1
6,29.31667,29.275,34.21667,31.86667,29.20833,1
6,29.575,29.25833,34.39167,32.95,30.58333,1
6,29.35833,27.40833,34.175,32.94167,32.11667,1
6,29.7,28.84167,34.08333,32.725,31.73333,2
6,27.28333,26.175,33.975,32.15,31.225,2
6,26.9,25.83333,33.25,31.36667,31.10833,2
6,26.93333,26.2,33.05,30.28333,30.83333,2
6,27.03333,26.86667,33.05833,29.025,29.30833,2
6,27.38333,27.55,33.26667,28.04167,28.475,2
6,27.525,27.9,33.48333,27.38333,27.95,2
2,27.53333,28.025,33.60833,27.03333,27.63333,0
2,27.55,28.09167,33.69167,26.78333,27.34167,0
2,27.49167,28.14167,33.73333,26.125,26.89167,0
2,27.50833,28.125,33.78333,25.49167,26.225,0
2,27.5,28.125,33.8,25.09167,25.9,0
2,27.44167,28.10833,33.75833,24.725,25.55,0
2,25.51667,25.68333,33.38333,25.80833,25.41667,0
2,25.45,25.50833,32.625,28.95,26.28333,0
2,23.575,23,31.775,32.325,27.19167,0
2,23.15,22.19167,30.86667,35.375,28.55833,1
2,23.2,21.95,30.4,36.86667,30.06667,1
2,23.15,21.65833,30.01667,37.14167,31.40833,1
2,23.1,21.30833,29.83333,36.525,32.25833,0
2,23.16667,20.875,30.49167,35.5,32.825,1
2,23.2,21.29167,30.84167,33.94167,32.16667,1
2,23.225,21.39167,31.00833,33.275,32.225,1
2,23.30833,20.65,30.78333,32.83333,33.05833,1
2,23.46667,20.30833,30.50833,32.50833,33.68333,2
2,24.775,22.71667,30.71667,32.09167,33.39167,2
2,25.5,23.65833,31.64167,31.10833,32.99167,2
2,25.46667,24.34167,32.125,30.00833,31.05,2
2,25.35833,24.50833,32.50833,28.81667,29,2
2,25.925,25.54167,32.825,27.93333,28.06667,2
2,26.30833,26.05833,33.3,26.35,27.75833,2
4,26.475,26.325,33.64167,25.64167,27.15,0
4,26.6,26.49167,33.91667,25.29167,26.85833,0
4,26.6,26.6,34.05,24.81667,26.49167,0
4,26.61667,26.65833,34.15833,24.34167,26.175,0
4,26.61667,26.71667,34.29167,24.21667,25.175,0
4,26.6,26.71667,34.3,23.86667,24.575,0
4,25.4,25.41667,34.08333,25.425,24.56667,0
4,25.49167,25.51667,33.78333,28.45,24.66667,0
4,23.68333,23.075,33.23333,32.06667,25.38333,0
4,23.5,22.66667,32.34167,35.475,26.675,1
4,23.30833,22.18333,31.93333,38.28333,27.91667,1
4,23.45,22.2,31.41667,38.96667,28.69167,1
4,23.34167,22.13333,30.76667,40,29.53333,0
4,23.175,21.79167,30.5,39.66667,30.225,1
4,23.18333,21.06667,30.11667,39.25833,31.15,1
4,23.24167,20.59167,29.7,37.125,32.25,1
4,23.61667,20.43333,29.54167,35.66667,33.01667,1
4,23.325,20.33333,29.28333,34.425,32.5,2
4,24.95,22.875,29.61667,33.20833,32.14167,2
4,25.325,22.825,30.425,31.88333,32.13333,2
4,25.61667,24.26667,30.89167,30.275,30.20833,2
4,25.49167,24.875,31.38333,29.70833,27.85833,2
4,26.06667,25.84167,31.91667,27.775,26.41667,2
4,26.2,26.275,32.48333,24.55,25.4,2
7,26.11667,26.4,32.81667,23.35,24.04167,0
7,25.975,26.4,33.01667,22.73333,22.71667,0
7,25.875,26.4,33.1,22.09167,21.85833,0
7,25.71667,26.35,33.1,21.625,21.475,0
7,25.625,26.25833,33.09167,20.725,21.18333,0
7,25.43333,26.18333,33.01667,20.58333,20.84167,0
7,25.4,26.13333,32.925,23.13333,20.56667,0
7,25.51667,26.075,32.75833,26.225,21.1,0
7,23.61667,23.44167,31.98333,28.71667,21.775,0
7,22.64167,21.75,30.86667,31.025,22.84167,1
7,22.95833,21.775,30.26667,32.61667,23.725,1
7,22.94167,21.675,30,34.05,24.41667,1
7,22.93333,21.6,29.88333,34.975,25.275,0
7,22.64167,21.45,29.775,34.85,25.5,1
7,23.525,21.95833,29.6,34.21667,25.91667,1
7,23.73333,21.45833,29.75,32.425,26.86667,1
7,23.64167,20.99167,29.375,31.55,27.98333,1
7,23.66667,20.75833,29.125,30.625,28.41667,2
7,25.10833,23.275,29.425,29.79167,28.33333,2
7,25.425,23.30833,30.09167,28.80833,28,2
7,25.59167,24.45833,30.58333,27.71667,26.275,2
7,25.53333,25.15833,31.00833,26.63333,24.20833,2
7,25.35,25.2,31.29167,24.53333,22.75,2
7,25.2,25.2,31.48333,22.40833,22.075,2
3,25.03333,25.20833,31.59167,21.39167,21.1,0
3,24.88333,25.13333,31.59167,20.375,20.36667,0
3,24.76667,25.1,31.50833,19.225,20.05833,0
3,24.60833,25.01667,31.49167,18.6,19.51667,0
3,24.53333,24.96667,31.41667,18.39167,19.41667,0
3,24.4,24.9,31.4,18.325,19.15833,0
3,24.4,24.84167,31.325,20.55,19.21667,0
3,24.475,24.85833,31.20833,24.70833,19.925,0
3,23.40833,23.01667,30.875,27.88333,20.88333,0
3,23.38333,23.225,30.45833,31.95,22.08333,1
3,23.49167,23.33333,30.24167,36.39167,23.39167,1
3,24.225,23.95833,30.29167,38.50833,24.64167,1
3,23.975,23.59167,30.46667,38.11667,25.8,0
3,23.08333,22.43333,30.175,36.025,26.875,1
3,23.08333,21.55833,29.83333,33.73333,28.00833,1
3,22.88333,20.34167,29.1,31.15833,29.125,1
3,23.45,20.81667,28.63333,30.20833,30.34167,1
3,23.71667,21.15833,28.9,29.25,30.85,2
3,24.90833,23.15,29.45,28.33333,30.05833,2
3,25.59167,23.70833,30.325,26.86667,29.025,2
3,25.56667,24.425,30.775,26.45,27.46667,2
3,25.56667,24.91667,31.29167,24.85833,26.19167,2
3,25.45,25.11667,31.45,24.36667,25.15,2
3,25.30833,25.25833,31.63333,23.475,24.23333,2
4,25.10833,25.28333,31.75,21.36667,22.425,0
4,24.9,25.21667,31.75,20.20833,21.5,0
4,24.73333,25.15,31.7,19.49167,20.725,0
4,24.56667,25.025,31.66667,19.05,20.2,0
4,24.41667,24.95833,31.59167,18.28333,19.64167,0
4,24.26667,24.84167,31.5,17.88333,19.29167,0
4,24.2,24.76667,31.40833,20.36667,19.375,0
4,24.35,24.75833,31.36667,25.09167,20.325,0
4,23.91667,23.78333,31.1,29.65,21.525,0
4,23.94167,23.51667,30.76667,35.14167,23.13333,1
4,23.81667,23.04167,30.575,37.53333,24.66667,1
4,23.95833,22.93333,30.45,38.19167,26.025,1
4,23.75833,22.55,30.39167,38.24167,26.90833,0
4,23.75833,22.24167,30.39167,36.2,28.20833,1
4,23.875,21.79167,30.18333,33.71667,29.14167,1
4,23.63333,20.7,29.76667,31.16667,30.06667,1
4,23.7,20.35,29.35,30.38333,31.00833,1
4,23.51667,19.86667,29.025,29.45833,31.48333,2
4,25.21667,22.49167,29.21667,28.86667,31.75,2
4,25.4,22.9,29.99167,28.23333,31.64167,2
4,25.5,23.94167,30.45833,27.20833,30.06667,2
4,25.70833,25.09167,31.075,26.225,28.11667,2
4,25.88333,25.5,31.54167,25.01667,26.85,2
4,26.1,25.925,32.05833,23.91667,25.86667,2
7,25.875,25.8,32.24167,23.225,25.325,0
7,25.66667,25.69167,32.3,22.26667,24.45,0
7,25.43333,25.61667,32.24167,21.21667,23.14167,0
7,25.225,25.44167,32.19167,20.325,22.35833,0
7,25.05,25.375,32.09167,19.83333,21.91667,0
7,24.94167,25.28333,32.00833,19.44167,21.53333,0
7,24.84167,25.21667,31.95,21.44167,21.425,0
7,25.03333,25.23333,31.9,26.20833,22.06667,0
7,25.55,25.44167,31.9,31.20833,23.55833,0
7,26.71667,26.35,32.08333,35.41667,25.09167,1
7,28.13333,27.76667,33.20833,38.54167,26.275,1
7,29.075,28.66667,33.31667,40.34167,27.69167,1
7,29.54167,29.05,33.65833,40.65833,28.85833,0
7,29.65833,28.70833,33.81667,37.95,30.36667,1
7,29.34167,27.69167,33.66667,36.1,31.64167,1
7,29.46667,27.275,33.46667,33.975,32.86667,1
7,29.4,26.79167,33.275,33.53333,34.05,1
7,29.425,27.05,33.2,32.80833,34.26667,2
7,27.85,25.19167,32.825,32.08333,34.23333,2
7,26.73333,24.375,31.71667,31.04167,33.75833,2
7,26.99167,26,32.04167,30.13333,32.28333,2
7,27.05833,26.64167,32.23333,29.325,30.89167,2
7,27.36667,27.26667,32.55833,28.275,30.05833,2
7,27.44167,27.43333,32.84167,27.71667,29.23333,2
2,27.45,27.5,33.01667,27.13333,28.35833,0
2,27.44167,27.50833,33.08333,26.34167,27.93333,0
2,27.39167,27.525,33.08333,25.55833,27.08333,0
2,27.3,27.5,33.08333,25.10833,26.84167,0
2,27.3,27.5,33.05,24.675,26.325,0
2,27.29167,27.48333,33.00833,24.18333,25.55,0
2,26.90833,27.325,32.90833,25.20833,25.64167,0
2,26.85833,27.20833,32.69167,29.575,26,0
2,27.31667,27.375,32.59167,34.05833,27.20833,0
2,28.13333,27.88333,32.74167,38.08333,28.25,1
2,28.96667,28.475,33.11667,40.375,29.18333,1
2,29.81667,29.16667,33.53333,42.85833,30.18333,1
2,29.50833,28.51667,33.76667,44.175,31.075,0
2,29.51667,28.225,33.85,43.26667,31.975,1
2,29.35833,27.175,33.70833,41.71667,33,1
2,29.35,26.7,33.45,38.88333,34.53333,1
2,29.40833,26.40833,33.23333,37.78333,35.725,1
2,29.375,26.30833,33.05,36.96667,36.575,2
2,28.10833,24.94167,32.75,35.78333,36.89167,2
2,26.8,23.65833,31.89167,34.13333,36.175,2
2,26.725,24.81667,31.70833,32.86667,34.425,2
2,27.05,26.11667,32.075,31.48333,32.475,2
2,27.35833,26.75833,32.4,30.25833,31.3,2
2,27.55833,27.18333,32.90833,29.39167,30.46667,2
5,27.55833,27.275,33.08333,28.76667,29.80833,0
5,27.76667,27.66667,33.18333,28.425,29.3,0
5,27.48333,27.28333,33.16667,28.03333,28.78333,0
5,27.575,27.39167,33.25833,27.71667,28.19167,0
5,27.725,27.79167,33.29167,27.28333,27.79167,0
5,27.44167,27.31667,33.29167,27.1,27.48333,0
5,25.6,24.86667,32.76667,28.46667,27.175,0
5,25.375,24.88333,31.9,27.69167,26.15,0
5,23.96667,22.99167,31.20833,27.01667,26.05833,0
5,23.15833,22.125,30.7,27.825,26.875,1
5,23.2,22.05,31.35,32.81667,27.85833,1
5,23.43333,22.175,31.34167,38.71667,28.91667,1
5,23.10833,21.56667,31.29167,41.475,30.25833,0
5,23.15833,21.2,31.18333,40.49167,31.575,1
5,23.46667,20.65,31.01667,40.51667,32.475,1
5,23.75,20.96667,30.09167,38.41667,33.64167,1
5,23.73333,20.925,29.10833,37.50833,34.05,1
5,23.59167,20.6,28.75,36.475,33.50833,2
5,24.975,23.31667,29.08333,35.21667,33.325,2
5,25.425,23.23333,29.76667,34.21667,33.70833,2
5,25.43333,23.71667,29.91667,33.09167,32.34167,2
5,25.40833,24.50833,30.39167,31.9,30.575,2
5,26.06667,25.85833,30.84167,30.58333,29.21667,2
5,26.55,26.525,31.46667,28.91667,28.44167,2
7,26.78333,26.86667,31.81667,27.58333,27.74167,0
7,26.84167,27.05833,32.04167,26.55,26.875,0
7,26.9,27.14167,32.175,26.05833,26.18333,0
7,26.85,27.20833,32.2,25.525,25.35,0
7,26.8,27.275,32.20833,24.60833,24.91667,0
7,26.8,27.25833,32.2,24.29167,24.7,0
7,25.48333,25.65833,31.78333,25.375,24.63333,0
7,25.49167,25.75833,31.41667,25.94167,25.18333,0
7,23.71667,22.90833,30.75,26.68333,25.99167,0
7,23.24167,22.35833,29.575,28.26667,26.71667,1
7,23.4,22.86667,29.40833,34.40833,27.60833,1
7,23.28333,22.525,29.28333,37.85,28.44167,1
7,23.29167,22.05,29.025,40.18333,28.95,0
7,23.35,21.55,28.91667,40.7,29.98333,1
7,23.475,20.94167,28.68333,38.54167,31.2,1
7,23.61667,21.00833,28.475,34.76667,32.94167,1
7,23.75833,20.94167,28.33333,33.38333,33.35,1
7,23.75,20.58333,28.175,32.275,34.11667,2
7,25.2,22.74167,28.51667,30.58333,33.10833,2
7,25.425,23.44167,29.28333,29.68333,31.60833,2
7,25.55833,24.59167,29.8,29.6,30.74167,2
7,25.48333,24.96667,30.31667,28.85,29.325,2
7,25.98333,25.85,30.71667,27.41667,28.5,2
7,26.38333,26.425,31.25833,26.49167,28.08333,2
3,26.49167,26.61667,31.50833,25.84167,27.48333,0
3,26.5,26.71667,31.64167,25.4,26.75833,0
3,26.49167,26.80833,31.7,24.85833,26.475,0
3,26.41667,26.825,31.7,24.2,26.08333,0
3,26.4,26.81667,31.71667,23.65,25.575,0
3,26.38333,26.83333,31.7,23.33333,25.025,0
3,25.38333,25.70833,31.41667,24.48333,25.11667,0
3,25.425,25.75833,31.175,27.18333,25.66667,0
3,23.575,23.30833,30.63333,31.85,26.95,0
3,23.23333,22.61667,29.73333,36.125,28.19167,1
3,23.24167,22.175,29.425,38.65,29.325,1
3,23.39167,22.13333,29.18333,42.06667,30.525,1
3,24.7,23.55,29.525,43.6,31.73333,0
3,24.03333,22.35,29.56667,43.6,33.01667,1
3,24.275,21.98333,29.39167,43.11667,34.15,1
3,24.30833,21.7,29.20833,40.56667,35.825,1
3,24.30833,21.65,29.05,39.01667,36.40833,1
3,24.38333,21.58333,28.975,37.30833,37.075,2
3,25.425,22.31667,29.25,36.06667,37.95,2
3,25.31667,22.525,29.46667,35.2,37,2
3,25.31667,23.55833,29.875,34.075,35.3,2
3,25.4,24.25,30.40833,32.96667,33.375,2
3,26.05,25.5,30.875,31.00833,32.16667,2
3,27.075,26.9,31.75,29.95,31.425,2
6,27.30833,27.36667,32.25833,29.18333,30.75833,0
6,27.45833,27.58333,32.55833,28.66667,30.21667,0
6,27.55,27.75833,32.74167,28.49167,29.89167,0
6,27.60833,27.90833,32.88333,28.29167,29.66667,0
6,27.65833,28.025,33.00833,27.91667,29.13333,0
6,27.66667,28.06667,33.09167,27.69167,29.01667,0
6,25.65,25.50833,32.53333,28.34167,29.21667,0
6,25.35,25.20833,31.71667,30.15833,29.41667,0
6,23.85,23.25833,31.15833,33.24167,29.98333,0
6,22.98333,21.76667,30.13333,37.59167,31.18333,1
6,23.05,21.65833,29.6,41.00833,32.63333,1
6,23.24167,22.01667,29.525,42.23333,33.725,1
6,23.18333,21.725,29.375,43.58333,34.61667,0
6,23.58333,21.73333,29.3,43.575,35.525,1
6,24.08333,21.925,29.3,42.29167,36.26667,1
6,24.36667,22.075,29.34167,40.45,37.15833,1
6,24.6,22.30833,29.41667,39.5,37.99167,1
6,24.675,22.28333,29.5,38.70833,38.68333,2
6,25.575,22.95833,29.75,37.68333,38.575,2
6,25.41667,22.26667,29.86667,36.6,38.21667,2
6,25.225,22.925,29.875,35.40833,36.725,2
6,25.30833,23.91667,30.3,34.325,34.58333,2
6,26.51667,26.10833,31.03333,32.83333,31.8,2
6,27.25,27.11667,31.95,31.36667,31.11667,2
1,27.44167,27.49167,32.38333,30.525,30.26667,0
1,27.55833,27.675,32.625,28.91667,29.19167,0
1,27.53333,27.79167,32.75,28.28333,28.20833,0
1,27.50833,27.85,32.8,26.975,27.575,0
1,27.5,27.85,32.80833,25.85,26.88333,0
1,27.49167,27.85,32.875,25.20833,26.63333,0
1,25.55,25.56667,32.28333,26.25833,26.35833,0
1,25.30833,25.35833,31.625,31.06667,27.00833,0
1,23.68333,23.16667,31,33.86667,27.875,0
1,23.2,22.2,30.01667,37.88333,28.78333,1
1,23.40833,22.05,29.625,40.39167,29.98333,1
1,23.23333,21.31667,29.2,38.16667,30.95,1
1,23.01667,20.58333,28.84167,39.05,32.25833,0
1,23.29167,21.34167,28.71667,36.49167,31.74167,1
1,23.15,21.1,28.7,36.075,31.925,1
1,23.36667,21.46667,28.61667,35.85833,32.175,1
1,23.275,21.05,28.60833,35.65,32.125,1
1,23.35833,21.925,28.61667,34.075,31.46667,2
1,24.4,23.44167,29.125,33.75,31.3,2
1,25.70833,25.35,30.23333,32.75833,30.675,2
1,25.48333,25.13333,30.64167,32.14167,30.3,2
1,25.59167,25.35,30.925,31.51667,29.41667,2
1,25.84167,25.68333,31.19167,29.4,28.45833,2
1,26.58333,26.76667,31.75833,28.20833,28.15833,2
4,26.83333,27.075,32.075,27.725,27.925,0
4,26.9,27.28333,32.26667,26.8,27.49167,0
4,26.90833,27.35833,32.4,26.05,26.65833,0
4,26.9,27.475,32.48333,25.41667,25.96667,0
4,26.9,27.49167,32.5,24.89167,25.6,0
4,26.9,27.46667,32.5,24.61667,25.55833,0
4,26.7,27.33333,32.425,25.025,25.35,0
4,26.75,27.275,32.30833,28.975,25.74167,0
4,27.03333,27.425,32.35,29.525,26.26667,0
4,27.525,27.66667,32.53333,31.85,27.11667,1
4,28.125,28.125,32.84167,33.46667,28.24167,1
4,28.81667,28.61667,33.19167,37.31667,29.35,1
4,29.66667,29.225,33.59167,39.35833,30.39167,0
4,29.56667,28.50833,33.84167,40.8,31.54167,1
4,29.38333,27.63333,33.63333,40.88333,32.61667,1
4,29.46667,27.2,33.36667,38.85,33.93333,1
4,29.53333,27.80833,33.44167,38.10833,33.9,1
4,29.36667,27.83333,33.61667,37.24167,34.00833,2
4,27.24167,25.90833,33.25833,35.3,32.45,2
4,27,26.675,32.675,29.725,28.83333,2
4,26.975,27.01667,32.78333,29.06667,27.10833,2
4,26.93333,27.14167,32.75833,25.81667,25.81667,2
4,27.40833,27.8,32.925,26.1,26.2,2
4,27.6,28.05,33.1,25.95833,25.85833,2
6,27.61667,28.15833,33.14167,26.55,26,0
6,27.69167,28.25833,33.19167,26.5,25.60833,0
6,27.7,28.30833,33.2,25.95833,25.35833,0
6,27.68333,28.30833,33.16667,25.95,25.16667,0
6,27.65,28.28333,33.15833,25.95833,24.6,0
6,27.6,28.29167,33.14167,25.28333,23.94167,0
6,27.4,28.125,33.09167,24.9,23.76667,0
6,27.35833,28.00833,32.91667,26.56667,23.69167,0
6,27.40833,27.98333,32.8,25,23.69167,0
6,27.71667,28.08333,32.80833,27.66667,24.44167,1
6,28.15,28.31667,33.025,29.15,24.9,1
6,28.9,28.7,33.19167,34.15,26.10833,1
6,29.70833,29.175,33.48333,35.65833,27.95,0
6,29.56667,28.53333,33.625,35.68333,28.8,1
6,29.44167,27.81667,33.575,35.36667,29.55833,1
6,29.63333,27.98333,33.39167,32.54167,29.94167,1
6,29.48333,27.95833,33.53333,31.625,30.475,1
6,29.45,26.825,33.26667,30.95,31.63333,2
6,27.60833,24.86667,32.55,30.43333,31.325,2
6,26.75833,24.775,31.73333,29.53333,31.1,2
6,26.90833,26.15,32.025,28.15,29.225,2
6,26.95833,26.76667,32.3,27.15,27.8,2
6,27.40833,27.55833,32.53333,26.21667,27.24167,2
6,27.675,27.975,32.85,26.00833,26.85,2
2,27.8,28.10833,33,25.35,26.25833,0
2,27.33333,27.59167,32.9,25.61667,26.16667,0
2,27.65833,28.075,33,25.05833,25.95,0
2,27.76667,28.25,33.05,24.75833,25.73333,0
2,27.575,27.94167,33.06667,24.40833,25.38333,0
2,27.50833,27.975,32.91667,22.73333,24.53333,0
2,25.56667,25.58333,32.4,21.80833,23.13333,0
2,25.45,25.81667,31.75833,22.4,22.35,0
2,23.73333,23.48333,31.13333,22.28333,22.8,0
2,23.25,22.76667,29.98333,23.9,23.43333,1
2,23.39167,23.1,30.625,25.04167,24.05833,1
2,23.29167,22.64167,33.04167,26.55,25.225,1
2,23.29167,21.99167,33.36667,29.825,25.9,0
2,23.275,21.35,31.75,33.425,27.10833,1
2,23.19167,20.33333,30.80833,34.975,28.25,1
2,23.34167,20.25,30.44167,33.03333,29.45,1
2,23.59167,20.14167,30.24167,31.13333,29.98333,1
2,23.65,19.975,30,30.01667,30.275,2
2,25.25833,22.43333,30.29167,28.95,30.10833,2
2,25.53333,22.9,30.95,27.675,30.075,2
2,25.425,23.75,31.34167,26.78333,27.875,2
2,25.66667,25.10833,31.925,25.34167,25.75,2
2,25.65,25.375,32.29167,24.19167,25.125,2
2,25.7,25.525,32.48333,22.20833,24.2,2
5,25.7,25.60833,32.625,21.69167,24.11667,0
5,25.7,25.68333,32.7,22.2,23.84167,0
